,accounts,ch,chamber,id,name,party,screen_name,state,type
345,"{'office': [{'id': 242426145, 'id_str': '242426145', 'screen_name': 'RepMcGovern'}], 'campaign': [{'id': 128664931, 'id_str': '128664931', 'screen_name': 'McGovernMA'}], 'index': 196}",yes,house,"{'bioguide': 'M000312', 'govtrack': 400263}",Jim McGovern,D,McGovernMA,MA,member
346,"{'office': [{'id': 1055907624, 'id_str': '1055907624', 'screen_name': 'RepJoeKennedy'}], 'campaign': [{'id': 461720085, 'id_str': '461720085', 'screen_name': 'joekennedy'}], 'index': 197}",no,house,"{'bioguide': 'K000379', 'govtrack': 412543}",Joseph Kennedy III,D,RepJoeKennedy,MA,member
347,"{'office': [{'id': 1055907624, 'id_str': '1055907624', 'screen_name': 'RepJoeKennedy'}], 'campaign': [{'id': 461720085, 'id_str': '461720085', 'screen_name': 'joekennedy'}], 'index': 197}",yes,house,"{'bioguide': 'K000379', 'govtrack': 412543}",Joseph Kennedy III,D,joekennedy,MA,member
348,"{'office': [{'id': 2293131060, 'id_str': '2293131060', 'screen_name': 'RepKClark'}], 'campaign': [{'id': 23201727, 'id_str': '23201727', 'screen_name': 'KatherineClark'}], 'index': 198}",no,house,"{'bioguide': 'C001101', 'govtrack': 412600}",Katherine Clark,D,RepKClark,MA,member
349,"{'office': [{'id': 2293131060, 'id_str': '2293131060', 'screen_name': 'RepKClark'}], 'campaign': [{'id': 23201727, 'id_str': '23201727', 'screen_name': 'KatherineClark'}], 'index': 198}",yes,house,"{'bioguide': 'C001101', 'govtrack': 412600}",Katherine Clark,D,KatherineClark,MA,member
350,"{'office': [{'id': 747806211983179800, 'id_str': '747806211983179776', 'screen_name': 'RepMikeCapuano'}], 'campaign': [{'id': 75785294, 'id_str': '75785294', 'screen_name': 'mikecapuano'}], 'index': 199}",no,house,"{'bioguide': 'C001037', 'govtrack': 400063}",Mike Capuano,D,RepMikeCapuano,MA,member
351,"{'office': [{'id': 747806211983179800, 'id_str': '747806211983179776', 'screen_name': 'RepMikeCapuano'}], 'campaign': [{'id': 75785294, 'id_str': '75785294', 'screen_name': 'mikecapuano'}], 'index': 199}",yes,house,"{'bioguide': 'C001037', 'govtrack': 400063}",Mike Capuano,D,mikecapuano,MA,member
352,"{'office': [{'id': 242892689, 'id_str': '242892689', 'screen_name': 'nikiinthehouse'}], 'index': 200}",no,house,"{'bioguide': 'T000465', 'govtrack': 412254}",Niki Tsongas,D,nikiinthehouse,MA,member
353,"{'office': [{'id': 442824717, 'id_str': '442824717', 'screen_name': 'RepRichardNeal'}], 'index': 201}",no,house,"{'bioguide': 'N000015', 'govtrack': 400291}",Richard Neal,D,RepRichardNeal,MA,member
354,"{'office': [{'id': 3091316093, 'id_str': '3091316093', 'screen_name': 'teammoulton'}], 'campaign': [{'id': 248495200, 'id_str': '248495200', 'screen_name': 'sethmoulton'}], 'index': 202}",no,house,"{'bioguide': 'M001196', 'govtrack': 412632}",Seth Moulton,D,teammoulton,MA,member
355,"{'office': [{'id': 3091316093, 'id_str': '3091316093', 'screen_name': 'teammoulton'}], 'campaign': [{'id': 248495200, 'id_str': '248495200', 'screen_name': 'sethmoulton'}], 'index': 202}",yes,house,"{'bioguide': 'M001196', 'govtrack': 412632}",Seth Moulton,D,sethmoulton,MA,member
356,"{'office': [{'id': 310310133, 'id_str': '310310133', 'screen_name': 'RepStephenLynch'}], 'index': 203}",no,house,"{'bioguide': 'L000562', 'govtrack': 400249}",Stephen Lynch,D,RepStephenLynch,MA,member
357,"{'office': [{'id': 960962340, 'id_str': '960962340', 'screen_name': 'RepAndyHarrisMD'}], 'campaign': [{'id': 122713203, 'id_str': '122713203', 'screen_name': 'Harris4Congress'}], 'index': 204}",no,house,"{'bioguide': 'H001052', 'govtrack': 412434}",Andy Harris,R,RepAndyHarrisMD,MD,member
358,"{'office': [{'id': 960962340, 'id_str': '960962340', 'screen_name': 'RepAndyHarrisMD'}], 'campaign': [{'id': 122713203, 'id_str': '122713203', 'screen_name': 'Harris4Congress'}], 'index': 204}",yes,house,"{'bioguide': 'H001052', 'govtrack': 412434}",Andy Harris,R,Harris4Congress,MD,member
359,"{'office': [{'id': 823552974253342700, 'id_str': '823552974253342721', 'screen_name': 'RepAnthonyBrown'}], 'campaign': [{'id': 1378000346, 'id_str': '1378000346', 'screen_name': 'AnthonyBrownMD4'}], 'index': 205}",no,house,"{'bioguide': 'B001304', 'govtrack': 412707}",Anthony G. Brown,D,RepAnthonyBrown,MD,member
360,"{'office': [{'id': 823552974253342700, 'id_str': '823552974253342721', 'screen_name': 'RepAnthonyBrown'}], 'campaign': [{'id': 1378000346, 'id_str': '1378000346', 'screen_name': 'AnthonyBrownMD4'}], 'index': 205}",yes,house,"{'bioguide': 'B001304', 'govtrack': 412707}",Anthony G. Brown,D,AnthonyBrownMD4,MD,member
361,"{'office': [{'id': 305620929, 'id_str': '305620929', 'screen_name': 'Call_Me_Dutch'}], 'index': 206}",no,house,"{'bioguide': 'R000576', 'govtrack': 400349}",Dutch Ruppersberger,D,Call_Me_Dutch,MD,member
362,"{'office': [{'id': 787373558, 'id_str': '787373558', 'screen_name': 'RepCummings'}], 'campaign': [{'id': 1961794370, 'id_str': '1961794370', 'screen_name': 'ReElectCummings'}], 'index': 207}",no,house,"{'bioguide': 'C000984', 'govtrack': 400090}",Elijah Cummings,D,RepCummings,MD,member
363,"{'office': [{'id': 787373558, 'id_str': '787373558', 'screen_name': 'RepCummings'}], 'campaign': [{'id': 1961794370, 'id_str': '1961794370', 'screen_name': 'ReElectCummings'}], 'index': 207}",yes,house,"{'bioguide': 'C000984', 'govtrack': 400090}",Elijah Cummings,D,ReElectCummings,MD,member
364,"{'office': [{'id': 806906355214852100, 'id_str': '806906355214852096', 'screen_name': 'RepRaskin'}], 'campaign': [{'id': 549579841, 'id_str': '549579841', 'screen_name': 'jamie_raskin'}], 'index': 208}",no,house,"{'bioguide': 'R000606', 'govtrack': 412708}",Jamie Raskin,D,RepRaskin,MD,member
365,"{'office': [{'id': 806906355214852100, 'id_str': '806906355214852096', 'screen_name': 'RepRaskin'}], 'campaign': [{'id': 549579841, 'id_str': '549579841', 'screen_name': 'jamie_raskin'}], 'index': 208}",yes,house,"{'bioguide': 'R000606', 'govtrack': 412708}",Jamie Raskin,D,jamie_raskin,MD,member
366,"{'office': [{'id': 937723303, 'id_str': '937723303', 'screen_name': 'RepJohnDelaney'}], 'campaign': [{'id': 426028646, 'id_str': '426028646', 'screen_name': 'JohnKDelaneyJKD'}], 'index': 209}",no,house,"{'bioguide': 'D000620', 'govtrack': 412544}",John Delaney,D,RepJohnDelaney,MD,member
367,"{'office': [{'id': 937723303, 'id_str': '937723303', 'screen_name': 'RepJohnDelaney'}], 'campaign': [{'id': 426028646, 'id_str': '426028646', 'screen_name': 'JohnKDelaneyJKD'}], 'index': 209}",yes,house,"{'bioguide': 'D000620', 'govtrack': 412544}",John Delaney,D,JohnKDelaneyJKD,MD,member
368,"{'office': [{'id': 364415553, 'id_str': '364415553', 'screen_name': 'RepSarbanes'}], 'index': 210}",no,house,"{'bioguide': 'S001168', 'govtrack': 412212}",John Sarbanes,D,RepSarbanes,MD,member
369,"{'office': [{'id': 22012091, 'id_str': '22012091', 'screen_name': 'WhipHoyer'}], 'campaign': [{'id': 266719387, 'id_str': '266719387', 'screen_name': 'StenyHoyer'}], 'index': 211}",no,house,"{'bioguide': 'H000874', 'govtrack': 400189}",Steny Hoyer,D,WhipHoyer,MD,member
370,"{'office': [{'id': 22012091, 'id_str': '22012091', 'screen_name': 'WhipHoyer'}], 'campaign': [{'id': 266719387, 'id_str': '266719387', 'screen_name': 'StenyHoyer'}], 'index': 211}",yes,house,"{'bioguide': 'H000874', 'govtrack': 400189}",Steny Hoyer,D,StenyHoyer,MD,member
371,"{'office': [{'id': 2932617195, 'id_str': '2932617195', 'screen_name': 'RepPoliquin'}], 'campaign': [{'id': 35870854, 'id_str': '35870854', 'screen_name': 'BrucePoliquin'}], 'index': 212}",no,house,"{'bioguide': 'P000611', 'govtrack': 412633}",Bruce Poliquin,R,RepPoliquin,ME,member
372,"{'office': [{'id': 2932617195, 'id_str': '2932617195', 'screen_name': 'RepPoliquin'}], 'campaign': [{'id': 35870854, 'id_str': '35870854', 'screen_name': 'BrucePoliquin'}], 'index': 212}",yes,house,"{'bioguide': 'P000611', 'govtrack': 412633}",Bruce Poliquin,R,BrucePoliquin,ME,member
373,"{'office': [{'id': 14984637, 'id_str': '14984637', 'screen_name': 'chelliepingree'}], 'index': 213}",no,house,"{'bioguide': 'P000597', 'govtrack': 412307}",Chellie Pingree,D,chelliepingree,ME,member
374,"{'office': [{'id': 233949261, 'id_str': '233949261', 'screen_name': 'RepHuizenga'}], 'campaign': [{'id': 23820360, 'id_str': '23820360', 'screen_name': 'billhuizenga'}], 'index': 214}",no,house,"{'bioguide': 'H001058', 'govtrack': 412437}",Bill Huizenga,R,RepHuizenga,MI,member
375,"{'office': [{'id': 233949261, 'id_str': '233949261', 'screen_name': 'RepHuizenga'}], 'campaign': [{'id': 23820360, 'id_str': '23820360', 'screen_name': 'billhuizenga'}], 'index': 214}",yes,house,"{'bioguide': 'H001058', 'govtrack': 412437}",Bill Huizenga,R,billhuizenga,MI,member
376,"{'office': [{'id': 2863006655, 'id_str': '2863006655', 'screen_name': 'RepLawrence'}], 'campaign': [{'id': 54300515, 'id_str': '54300515', 'screen_name': 'BrendaLLawrence'}], 'index': 215}",no,house,"{'bioguide': 'L000581', 'govtrack': 412638}",Brenda Lawrence,D,RepLawrence,MI,member
377,"{'office': [{'id': 2863006655, 'id_str': '2863006655', 'screen_name': 'RepLawrence'}], 'campaign': [{'id': 54300515, 'id_str': '54300515', 'screen_name': 'BrendaLLawrence'}], 'index': 215}",yes,house,"{'bioguide': 'L000581', 'govtrack': 412638}",Brenda Lawrence,D,BrendaLLawrence,MI,member
378,"{'office': [{'id': 1045110018, 'id_str': '1045110018', 'screen_name': 'RepDanKildee'}], 'campaign': [{'id': 18674498, 'id_str': '18674498', 'screen_name': 'dankildee'}], 'index': 216}",no,house,"{'bioguide': 'K000380', 'govtrack': 412546}",Dan Kildee,D,RepDanKildee,MI,member
379,"{'office': [{'id': 1045110018, 'id_str': '1045110018', 'screen_name': 'RepDanKildee'}], 'campaign': [{'id': 18674498, 'id_str': '18674498', 'screen_name': 'dankildee'}], 'index': 216}",yes,house,"{'bioguide': 'K000380', 'govtrack': 412546}",Dan Kildee,D,dankildee,MI,member
380,"{'office': [{'id': 2869746172, 'id_str': '2869746172', 'screen_name': 'repdavetrott'}], 'index': 217}",no,house,"{'bioguide': 'T000475', 'govtrack': 412636}",Dave Trott,R,repdavetrott,MI,member
381,"{'office': [{'id': 2970279814, 'id_str': '2970279814', 'screen_name': 'RepDebDingell'}], 'campaign': [{'id': 2361650234, 'id_str': '2361650234', 'screen_name': 'DebDingell'}], 'index': 218}",no,house,"{'bioguide': 'D000624', 'govtrack': 412637}",Debbie Dingell,D,RepDebDingell,MI,member
382,"{'office': [{'id': 2970279814, 'id_str': '2970279814', 'screen_name': 'RepDebDingell'}], 'campaign': [{'id': 2361650234, 'id_str': '2361650234', 'screen_name': 'DebDingell'}], 'index': 218}",yes,house,"{'bioguide': 'D000624', 'govtrack': 412637}",Debbie Dingell,D,DebDingell,MI,member
383,"{'office': [{'id': 124224165, 'id_str': '124224165', 'screen_name': 'RepFredUpton'}], 'campaign': [{'id': 153507902, 'id_str': '153507902', 'screen_name': 'UptonForAllOfUs'}], 'index': 219}",no,house,"{'bioguide': 'U000031', 'govtrack': 400414}",Fred Upton,R,RepFredUpton,MI,member
384,"{'office': [{'id': 124224165, 'id_str': '124224165', 'screen_name': 'RepFredUpton'}], 'campaign': [{'id': 153507902, 'id_str': '153507902', 'screen_name': 'UptonForAllOfUs'}], 'index': 219}",yes,house,"{'bioguide': 'U000031', 'govtrack': 400414}",Fred Upton,R,UptonForAllOfUs,MI,member
385,"{'office': [{'id': 815241612154417200, 'id_str': '815241612154417152', 'screen_name': 'RepJackBergman'}], 'campaign': [{'id': 751799352755052500, 'id_str': '751799352755052544', 'screen_name': 'JackBergman_MI1'}], 'index': 220}",no,house,"{'bioguide': 'B001301', 'govtrack': 412709}",Jack Bergman,R,RepJackBergman,MI,member
386,"{'office': [{'id': 815241612154417200, 'id_str': '815241612154417152', 'screen_name': 'RepJackBergman'}], 'campaign': [{'id': 751799352755052500, 'id_str': '751799352755052544', 'screen_name': 'JackBergman_MI1'}], 'index': 220}",yes,house,"{'bioguide': 'B001301', 'govtrack': 412709}",Jack Bergman,R,JackBergman_MI1,MI,member
387,"{'office': [{'id': 138770045, 'id_str': '138770045', 'screen_name': 'RepJohnConyers'}], 'campaign': [{'id': 266149840, 'id_str': '266149840', 'screen_name': 'johnconyersjr'}], 'index': 221}",no,house,"{'bioguide': 'C000714', 'govtrack': 400080}",John Conyers,D,RepJohnConyers,MI,member
388,"{'office': [{'id': 138770045, 'id_str': '138770045', 'screen_name': 'RepJohnConyers'}], 'campaign': [{'id': 266149840, 'id_str': '266149840', 'screen_name': 'johnconyersjr'}], 'index': 221}",yes,house,"{'bioguide': 'C000714', 'govtrack': 400080}",John Conyers,D,johnconyersjr,MI,member
389,"{'office': [{'id': 2696643955, 'id_str': '2696643955', 'screen_name': 'RepMoolenaar'}], 'campaign': [{'id': 41198239, 'id_str': '41198239', 'screen_name': 'JohnMoolenaar'}], 'index': 222}",no,house,"{'bioguide': 'M001194', 'govtrack': 412634}",John Moolenaar,R,RepMoolenaar,MI,member
390,"{'office': [{'id': 2696643955, 'id_str': '2696643955', 'screen_name': 'RepMoolenaar'}], 'campaign': [{'id': 41198239, 'id_str': '41198239', 'screen_name': 'JohnMoolenaar'}], 'index': 222}",yes,house,"{'bioguide': 'M001194', 'govtrack': 412634}",John Moolenaar,R,JohnMoolenaar,MI,member
391,"{'office': [{'id': 774742130329813000, 'id_str': '774742130329812992', 'screen_name': 'amashoffice'}, {'id': 233842454, 'id_str': '233842454', 'screen_name': 'justinamash'}], 'campaign': [{'id': 3359712531, 'id_str': '3359712531', 'screen_name': 'teamamash'}], 'index': 223}",no,house,"{'bioguide': 'A000367', 'govtrack': 412438}",Justin Amash,R,amashoffice,MI,member
392,"{'office': [{'id': 774742130329813000, 'id_str': '774742130329812992', 'screen_name': 'amashoffice'}, {'id': 233842454, 'id_str': '233842454', 'screen_name': 'justinamash'}], 'campaign': [{'id': 3359712531, 'id_str': '3359712531', 'screen_name': 'teamamash'}], 'index': 223}",no,house,"{'bioguide': 'A000367', 'govtrack': 412438}",Justin Amash,R,justinamash,MI,member
393,"{'office': [{'id': 774742130329813000, 'id_str': '774742130329812992', 'screen_name': 'amashoffice'}, {'id': 233842454, 'id_str': '233842454', 'screen_name': 'justinamash'}], 'campaign': [{'id': 3359712531, 'id_str': '3359712531', 'screen_name': 'teamamash'}], 'index': 223}",yes,house,"{'bioguide': 'A000367', 'govtrack': 412438}",Justin Amash,R,teamamash,MI,member
394,"{'office': [{'id': 2914571740, 'id_str': '2914571740', 'screen_name': 'RepMikeBishop'}], 'campaign': [{'id': 2485713498, 'id_str': '2485713498', 'screen_name': 'ElectMikeBishop'}, {'id': 37945547, 'id_str': '37945547', 'screen_name': 'MikeBishopMI'}], 'index': 224}",no,house,"{'bioguide': 'B001293', 'govtrack': 412635}",Mike Bishop,R,RepMikeBishop,MI,member
395,"{'office': [{'id': 2914571740, 'id_str': '2914571740', 'screen_name': 'RepMikeBishop'}], 'campaign': [{'id': 2485713498, 'id_str': '2485713498', 'screen_name': 'ElectMikeBishop'}, {'id': 37945547, 'id_str': '37945547', 'screen_name': 'MikeBishopMI'}], 'index': 224}",yes,house,"{'bioguide': 'B001293', 'govtrack': 412635}",Mike Bishop,R,ElectMikeBishop,MI,member
396,"{'office': [{'id': 2914571740, 'id_str': '2914571740', 'screen_name': 'RepMikeBishop'}], 'campaign': [{'id': 2485713498, 'id_str': '2485713498', 'screen_name': 'ElectMikeBishop'}, {'id': 37945547, 'id_str': '37945547', 'screen_name': 'MikeBishopMI'}], 'index': 224}",yes,house,"{'bioguide': 'B001293', 'govtrack': 412635}",Mike Bishop,R,MikeBishopMI,MI,member
397,"{'office': [{'id': 811632636598911000, 'id_str': '811632636598910976', 'screen_name': 'RepPaulMitchell'}], 'index': 225}",no,house,"{'bioguide': 'M001201', 'govtrack': 412710}",Paul Mitchell,R,RepPaulMitchell,MI,member
398,"{'office': [{'id': 25781141, 'id_str': '25781141', 'screen_name': 'repsandylevin'}], 'campaign': [{'id': 705472141, 'id_str': '705472141', 'screen_name': 'Levin4Congress'}], 'index': 226}",no,house,"{'bioguide': 'L000263', 'govtrack': 400238}",Sander Levin,D,repsandylevin,MI,member
399,"{'office': [{'id': 25781141, 'id_str': '25781141', 'screen_name': 'repsandylevin'}], 'campaign': [{'id': 705472141, 'id_str': '705472141', 'screen_name': 'Levin4Congress'}], 'index': 226}",yes,house,"{'bioguide': 'L000263', 'govtrack': 400238}",Sander Levin,D,Levin4Congress,MI,member
400,"{'office': [{'id': 237862972, 'id_str': '237862972', 'screen_name': 'RepWalberg'}], 'campaign': [{'id': 146099856, 'id_str': '146099856', 'screen_name': 'TimWalberg'}], 'index': 227}",no,house,"{'bioguide': 'W000798', 'govtrack': 412213}",Tim Walberg,R,RepWalberg,MI,member
401,"{'office': [{'id': 237862972, 'id_str': '237862972', 'screen_name': 'RepWalberg'}], 'campaign': [{'id': 146099856, 'id_str': '146099856', 'screen_name': 'TimWalberg'}], 'index': 227}",yes,house,"{'bioguide': 'W000798', 'govtrack': 412213}",Tim Walberg,R,TimWalberg,MI,member
402,"{'office': [{'id': 516880804, 'id_str': '516880804', 'screen_name': 'BettyMcCollum04'}], 'index': 228}",no,house,"{'bioguide': 'M001143', 'govtrack': 400259}",Betty McCollum,D,BettyMcCollum04,MN,member
403,"{'campaign': [{'id': 115676070, 'id_str': '115676070', 'screen_name': 'collinpeterson'}], 'index': 229}",yes,house,"{'bioguide': 'P000258', 'govtrack': 400316}",Collin Peterson,D,collinpeterson,MN,member
404,"{'office': [{'id': 17513304, 'id_str': '17513304', 'screen_name': 'RepErikPaulsen'}], 'campaign': [{'id': 89001820, 'id_str': '89001820', 'screen_name': 'Erik_Paulsen'}], 'index': 230}",no,house,"{'bioguide': 'P000594', 'govtrack': 412303}",Erik Paulsen,R,RepErikPaulsen,MN,member
405,"{'office': [{'id': 17513304, 'id_str': '17513304', 'screen_name': 'RepErikPaulsen'}], 'campaign': [{'id': 89001820, 'id_str': '89001820', 'screen_name': 'Erik_Paulsen'}], 'index': 230}",yes,house,"{'bioguide': 'P000594', 'govtrack': 412303}",Erik Paulsen,R,Erik_Paulsen,MN,member
406,"{'office': [{'id': 816047090849747000, 'id_str': '816047090849746945', 'screen_name': 'RepJasonLewis'}], 'campaign': [{'id': 20934272, 'id_str': '20934272', 'screen_name': 'Jason2CD'}], 'index': 231}",no,house,"{'bioguide': 'L000587', 'govtrack': 412711}",Jason Lewis,R,RepJasonLewis,MN,member
407,"{'office': [{'id': 816047090849747000, 'id_str': '816047090849746945', 'screen_name': 'RepJasonLewis'}], 'campaign': [{'id': 20934272, 'id_str': '20934272', 'screen_name': 'Jason2CD'}], 'index': 231}",yes,house,"{'bioguide': 'L000587', 'govtrack': 412711}",Jason Lewis,R,Jason2CD,MN,member
408,"{'office': [{'id': 14135426, 'id_str': '14135426', 'screen_name': 'keithellison'}], 'campaign': [{'id': 45895089, 'id_str': '45895089', 'screen_name': 'EllisonCampaign'}], 'index': 232}",no,house,"{'bioguide': 'E000288', 'govtrack': 412215}",Keith Ellison,D,keithellison,MN,member
409,"{'office': [{'id': 14135426, 'id_str': '14135426', 'screen_name': 'keithellison'}], 'campaign': [{'id': 45895089, 'id_str': '45895089', 'screen_name': 'EllisonCampaign'}], 'index': 232}",yes,house,"{'bioguide': 'E000288', 'govtrack': 412215}",Keith Ellison,D,EllisonCampaign,MN,member
410,"{'office': [{'id': 1055685948, 'id_str': '1055685948', 'screen_name': 'USRepRickNolan'}], 'index': 233}",no,house,"{'bioguide': 'N000127', 'govtrack': 408211}",Rick Nolan,D,USRepRickNolan,MN,member
411,"{'office': [{'id': 1262814457, 'id_str': '1262814457', 'screen_name': 'RepTimWalz'}], 'index': 234}",no,house,"{'bioguide': 'W000799', 'govtrack': 412214}",Tim Walz,D,RepTimWalz,MN,member
412,"{'office': [{'id': 2914515430, 'id_str': '2914515430', 'screen_name': 'RepTomEmmer'}], 'campaign': [{'id': 3395523898, 'id_str': '3395523898', 'screen_name': 'EMMERPAC'}, {'id': 72431423, 'id_str': '72431423', 'screen_name': 'tomemmer'}], 'index': 235}",no,house,"{'bioguide': 'E000294', 'govtrack': 412639}",Tom Emmer,R,RepTomEmmer,MN,member
413,"{'office': [{'id': 2914515430, 'id_str': '2914515430', 'screen_name': 'RepTomEmmer'}], 'campaign': [{'id': 3395523898, 'id_str': '3395523898', 'screen_name': 'EMMERPAC'}, {'id': 72431423, 'id_str': '72431423', 'screen_name': 'tomemmer'}], 'index': 235}",yes,house,"{'bioguide': 'E000294', 'govtrack': 412639}",Tom Emmer,R,EMMERPAC,MN,member
