,accounts,ch,chamber,id,name,party,screen_name,state,type
527,"{'office': [{'id': 467823431, 'id_str': '467823431', 'screen_name': 'RepJeffries'}], 'campaign': [{'id': 479017220, 'id_str': '479017220', 'screen_name': 'TeamJeffries'}], 'index': 297}",no,house,"{'bioguide': 'J000294', 'govtrack': 412561}",Hakeem Jeffries,D,RepJeffries,NY,member
528,"{'office': [{'id': 467823431, 'id_str': '467823431', 'screen_name': 'RepJeffries'}], 'campaign': [{'id': 479017220, 'id_str': '479017220', 'screen_name': 'TeamJeffries'}], 'index': 297}",yes,house,"{'bioguide': 'J000294', 'govtrack': 412561}",Hakeem Jeffries,D,TeamJeffries,NY,member
529,"{'office': [{'id': 40302336, 'id_str': '40302336', 'screen_name': 'RepJerryNadler'}], 'campaign': [{'id': 408816873, 'id_str': '408816873', 'screen_name': 'JerryNadler'}], 'index': 298}",no,house,"{'bioguide': 'N000002', 'govtrack': 400289}",Jerrold Nadler,D,RepJerryNadler,NY,member
530,"{'office': [{'id': 40302336, 'id_str': '40302336', 'screen_name': 'RepJerryNadler'}], 'campaign': [{'id': 408816873, 'id_str': '408816873', 'screen_name': 'JerryNadler'}], 'index': 298}",yes,house,"{'bioguide': 'N000002', 'govtrack': 400289}",Jerrold Nadler,D,JerryNadler,NY,member
531,"{'office': [{'id': 815931811348017200, 'id_str': '815931811348017152', 'screen_name': 'RepJohnFaso'}], 'campaign': [{'id': 3374540505, 'id_str': '3374540505', 'screen_name': 'JohnFasoNy'}], 'index': 299}",no,house,"{'bioguide': 'F000464', 'govtrack': 412719}",John Faso,R,RepJohnFaso,NY,member
532,"{'office': [{'id': 815931811348017200, 'id_str': '815931811348017152', 'screen_name': 'RepJohnFaso'}], 'campaign': [{'id': 3374540505, 'id_str': '3374540505', 'screen_name': 'JohnFasoNy'}], 'index': 299}",yes,house,"{'bioguide': 'F000464', 'govtrack': 412719}",John Faso,R,JohnFasoNy,NY,member
533,"{'office': [{'id': 2966765501, 'id_str': '2966765501', 'screen_name': 'RepJohnKatko'}], 'index': 300}",no,house,"{'bioguide': 'K000386', 'govtrack': 412649}",John Katko,R,RepJohnKatko,NY,member
534,"{'office': [{'id': 111635980, 'id_str': '111635980', 'screen_name': 'repjoecrowley'}], 'campaign': [{'id': 747248021889499100, 'id_str': '747248021889499141', 'screen_name': 'JoeCrowleyNY'}], 'index': 301}",no,house,"{'bioguide': 'C001038', 'govtrack': 400087}",Joseph Crowley,D,repjoecrowley,NY,member
535,"{'office': [{'id': 111635980, 'id_str': '111635980', 'screen_name': 'repjoecrowley'}], 'campaign': [{'id': 747248021889499100, 'id_str': '747248021889499141', 'screen_name': 'JoeCrowleyNY'}], 'index': 301}",yes,house,"{'bioguide': 'C001038', 'govtrack': 400087}",Joseph Crowley,D,JoeCrowleyNY,NY,member
536,"{'office': [{'id': 33563161, 'id_str': '33563161', 'screen_name': 'RepJoseSerrano'}], 'campaign': [{'id': 755205760641077200, 'id_str': '755205760641077248', 'screen_name': 'serranocongress'}], 'index': 302}",no,house,"{'bioguide': 'S000248', 'govtrack': 400366}",José E. Serrano,D,RepJoseSerrano,NY,member
537,"{'office': [{'id': 33563161, 'id_str': '33563161', 'screen_name': 'RepJoseSerrano'}], 'campaign': [{'id': 755205760641077200, 'id_str': '755205760641077248', 'screen_name': 'serranocongress'}], 'index': 302}",yes,house,"{'bioguide': 'S000248', 'govtrack': 400366}",José E. Serrano,D,serranocongress,NY,member
538,"{'office': [{'id': 2970462034, 'id_str': '2970462034', 'screen_name': 'RepKathleenRice'}], 'index': 303}",no,house,"{'bioguide': 'R000602', 'govtrack': 412647}",Kathleen Rice,D,RepKathleenRice,NY,member
539,"{'office': [{'id': 2750127259, 'id_str': '2750127259', 'screen_name': 'RepLeeZeldin'}], 'campaign': [{'id': 15874918, 'id_str': '15874918', 'screen_name': 'leezeldin'}], 'index': 304}",no,house,"{'bioguide': 'Z000017', 'govtrack': 412646}",Lee Zeldin,R,RepLeeZeldin,NY,member
540,"{'office': [{'id': 2750127259, 'id_str': '2750127259', 'screen_name': 'RepLeeZeldin'}], 'campaign': [{'id': 15874918, 'id_str': '15874918', 'screen_name': 'leezeldin'}], 'index': 304}",yes,house,"{'bioguide': 'Z000017', 'govtrack': 412646}",Lee Zeldin,R,leezeldin,NY,member
541,"{'office': [{'id': 63169388, 'id_str': '63169388', 'screen_name': 'louiseslaughter'}], 'campaign': [{'id': 454016836, 'id_str': '454016836', 'screen_name': 'VoteLouiseNY'}], 'index': 305}",no,house,"{'bioguide': 'S000480', 'govtrack': 400378}",Louise Slaughter,D,louiseslaughter,NY,member
542,"{'office': [{'id': 63169388, 'id_str': '63169388', 'screen_name': 'louiseslaughter'}], 'campaign': [{'id': 454016836, 'id_str': '454016836', 'screen_name': 'VoteLouiseNY'}], 'index': 305}",yes,house,"{'bioguide': 'S000480', 'govtrack': 400378}",Louise Slaughter,D,VoteLouiseNY,NY,member
543,"{'office': [{'id': 221792092, 'id_str': '221792092', 'screen_name': 'NitaLowey'}], 'campaign': [{'id': 733010480, 'id_str': '733010480', 'screen_name': 'Lowey4Congress'}], 'index': 306}",no,house,"{'bioguide': 'L000480', 'govtrack': 400246}",Nita Lowey,D,NitaLowey,NY,member
544,"{'office': [{'id': 221792092, 'id_str': '221792092', 'screen_name': 'NitaLowey'}], 'campaign': [{'id': 733010480, 'id_str': '733010480', 'screen_name': 'Lowey4Congress'}], 'index': 306}",yes,house,"{'bioguide': 'L000480', 'govtrack': 400246}",Nita Lowey,D,Lowey4Congress,NY,member
545,"{'office': [{'id': 164369297, 'id_str': '164369297', 'screen_name': 'NydiaVelazquez'}], 'campaign': [{'id': 721127537674489900, 'id_str': '721127537674489856', 'screen_name': 'ReElectNydia'}], 'index': 307}",no,house,"{'bioguide': 'V000081', 'govtrack': 400416}",Nydia Velázquez,D,NydiaVelazquez,NY,member
546,"{'office': [{'id': 164369297, 'id_str': '164369297', 'screen_name': 'NydiaVelazquez'}], 'campaign': [{'id': 721127537674489900, 'id_str': '721127537674489856', 'screen_name': 'ReElectNydia'}], 'index': 307}",yes,house,"{'bioguide': 'V000081', 'govtrack': 400416}",Nydia Velázquez,D,ReElectNydia,NY,member
547,"{'office': [{'id': 84119348, 'id_str': '84119348', 'screen_name': 'RepPaulTonko'}], 'campaign': [{'id': 153865861, 'id_str': '153865861', 'screen_name': 'Tonko4Congress'}], 'index': 308}",no,house,"{'bioguide': 'T000469', 'govtrack': 412319}",Paul Tonko,D,RepPaulTonko,NY,member
548,"{'office': [{'id': 84119348, 'id_str': '84119348', 'screen_name': 'RepPaulTonko'}], 'campaign': [{'id': 153865861, 'id_str': '153865861', 'screen_name': 'Tonko4Congress'}], 'index': 308}",yes,house,"{'bioguide': 'T000469', 'govtrack': 412319}",Paul Tonko,D,Tonko4Congress,NY,member
549,"{'office': [{'id': 18277655, 'id_str': '18277655', 'screen_name': 'RepPeteKing'}], 'campaign': [{'id': 1630397408, 'id_str': '1630397408', 'screen_name': 'congpeteking'}], 'index': 309}",no,house,"{'bioguide': 'K000210', 'govtrack': 400219}",Peter T. King,R,RepPeteKing,NY,member
550,"{'office': [{'id': 18277655, 'id_str': '18277655', 'screen_name': 'RepPeteKing'}], 'campaign': [{'id': 1630397408, 'id_str': '1630397408', 'screen_name': 'congpeteking'}], 'index': 309}",yes,house,"{'bioguide': 'K000210', 'govtrack': 400219}",Peter T. King,R,congpeteking,NY,member
551,"{'office': [{'id': 1072467470, 'id_str': '1072467470', 'screen_name': 'RepSeanMaloney'}], 'campaign': [{'id': 26283468, 'id_str': '26283468', 'screen_name': 'spmaloney'}], 'index': 310}",no,house,"{'bioguide': 'M001185', 'govtrack': 412562}",Sean Maloney,D,RepSeanMaloney,NY,member
552,"{'office': [{'id': 1072467470, 'id_str': '1072467470', 'screen_name': 'RepSeanMaloney'}], 'campaign': [{'id': 26283468, 'id_str': '26283468', 'screen_name': 'spmaloney'}], 'index': 310}",yes,house,"{'bioguide': 'M001185', 'govtrack': 412562}",Sean Maloney,D,spmaloney,NY,member
553,"{'office': [{'id': 816705409486618600, 'id_str': '816705409486618624', 'screen_name': 'RepTomSuozzi'}], 'campaign': [{'id': 18907639, 'id_str': '18907639', 'screen_name': 'Tom_Suozzi'}], 'index': 311}",no,house,"{'bioguide': 'S001201', 'govtrack': 412717}",Thomas Suozzi,D,RepTomSuozzi,NY,member
554,"{'office': [{'id': 816705409486618600, 'id_str': '816705409486618624', 'screen_name': 'RepTomSuozzi'}], 'campaign': [{'id': 18907639, 'id_str': '18907639', 'screen_name': 'Tom_Suozzi'}], 'index': 311}",yes,house,"{'bioguide': 'S001201', 'govtrack': 412717}",Thomas Suozzi,D,Tom_Suozzi,NY,member
555,"{'office': [{'id': 252819323, 'id_str': '252819323', 'screen_name': 'RepTomReed'}], 'campaign': [{'id': 63073834, 'id_str': '63073834', 'screen_name': 'TomReedCongress'}], 'index': 312}",no,house,"{'bioguide': 'R000585', 'govtrack': 412393}",Tom Reed,R,RepTomReed,NY,member
556,"{'office': [{'id': 252819323, 'id_str': '252819323', 'screen_name': 'RepTomReed'}], 'campaign': [{'id': 63073834, 'id_str': '63073834', 'screen_name': 'TomReedCongress'}], 'index': 312}",yes,house,"{'bioguide': 'R000585', 'govtrack': 412393}",Tom Reed,R,TomReedCongress,NY,member
557,"{'office': [{'id': 240812994, 'id_str': '240812994', 'screen_name': 'RepYvetteClarke'}], 'index': 313}",no,house,"{'bioguide': 'C001067', 'govtrack': 412221}",Yvette Clarke,D,RepYvetteClarke,NY,member
558,"{'office': [{'id': 211530910, 'id_str': '211530910', 'screen_name': 'RepBillJohnson'}], 'index': 314}",no,house,"{'bioguide': 'J000292', 'govtrack': 412460}",Bill Johnson,R,RepBillJohnson,OH,member
559,"{'office': [{'id': 234822928, 'id_str': '234822928', 'screen_name': 'RepBobGibbs'}], 'campaign': [{'id': 77839894, 'id_str': '77839894', 'screen_name': 'Bob_Gibbs'}], 'index': 315}",no,house,"{'bioguide': 'G000563', 'govtrack': 412463}",Bob Gibbs,R,RepBobGibbs,OH,member
560,"{'office': [{'id': 234822928, 'id_str': '234822928', 'screen_name': 'RepBobGibbs'}], 'campaign': [{'id': 77839894, 'id_str': '77839894', 'screen_name': 'Bob_Gibbs'}], 'index': 315}",yes,house,"{'bioguide': 'G000563', 'govtrack': 412463}",Bob Gibbs,R,Bob_Gibbs,OH,member
561,"{'office': [{'id': 15394954, 'id_str': '15394954', 'screen_name': 'boblatta'}], 'campaign': [{'id': 93575832, 'id_str': '93575832', 'screen_name': 'latta4congress'}], 'index': 316}",no,house,"{'bioguide': 'L000566', 'govtrack': 412256}",Bob Latta,R,boblatta,OH,member
562,"{'office': [{'id': 15394954, 'id_str': '15394954', 'screen_name': 'boblatta'}], 'campaign': [{'id': 93575832, 'id_str': '93575832', 'screen_name': 'latta4congress'}], 'index': 316}",yes,house,"{'bioguide': 'L000566', 'govtrack': 412256}",Bob Latta,R,latta4congress,OH,member
563,"{'office': [{'id': 518644221, 'id_str': '518644221', 'screen_name': 'RepBradWenstrup'}], 'campaign': [{'id': 313719282, 'id_str': '313719282', 'screen_name': 'bradwenstrup'}], 'index': 317}",no,house,"{'bioguide': 'W000815', 'govtrack': 412564}",Brad Wenstrup,R,RepBradWenstrup,OH,member
564,"{'office': [{'id': 518644221, 'id_str': '518644221', 'screen_name': 'RepBradWenstrup'}], 'campaign': [{'id': 313719282, 'id_str': '313719282', 'screen_name': 'bradwenstrup'}], 'index': 317}",yes,house,"{'bioguide': 'W000815', 'govtrack': 412564}",Brad Wenstrup,R,bradwenstrup,OH,member
565,"{'office': [{'id': 976969338, 'id_str': '976969338', 'screen_name': 'RepDaveJoyce'}], 'campaign': [{'id': 727242919, 'id_str': '727242919', 'screen_name': 'DaveJoyceOH14'}], 'index': 318}",no,house,"{'bioguide': 'J000295', 'govtrack': 412566}",David Joyce,R,RepDaveJoyce,OH,member
566,"{'office': [{'id': 976969338, 'id_str': '976969338', 'screen_name': 'RepDaveJoyce'}], 'campaign': [{'id': 727242919, 'id_str': '727242919', 'screen_name': 'DaveJoyceOH14'}], 'index': 318}",yes,house,"{'bioguide': 'J000295', 'govtrack': 412566}",David Joyce,R,DaveJoyceOH14,OH,member
567,"{'office': [{'id': 18166778, 'id_str': '18166778', 'screen_name': 'Jim_Jordan'}], 'index': 319}",no,house,"{'bioguide': 'J000289', 'govtrack': 412226}",Jim Jordan,R,Jim_Jordan,OH,member
568,"{'office': [{'id': 236916916, 'id_str': '236916916', 'screen_name': 'RepJimRenacci'}], 'campaign': [{'id': 2337241560, 'id_str': '2337241560', 'screen_name': 'JimRenacci'}], 'index': 320}",no,house,"{'bioguide': 'R000586', 'govtrack': 412462}",Jim Renacci,R,RepJimRenacci,OH,member
569,"{'office': [{'id': 236916916, 'id_str': '236916916', 'screen_name': 'RepJimRenacci'}], 'campaign': [{'id': 2337241560, 'id_str': '2337241560', 'screen_name': 'JimRenacci'}], 'index': 320}",yes,house,"{'bioguide': 'R000586', 'govtrack': 412462}",Jim Renacci,R,JimRenacci,OH,member
570,"{'office': [{'id': 1531521632, 'id_str': '1531521632', 'screen_name': 'RepBeatty'}], 'campaign': [{'id': 582070020, 'id_str': '582070020', 'screen_name': 'JoyceBeatty'}], 'index': 321}",no,house,"{'bioguide': 'B001281', 'govtrack': 412565}",Joyce Beatty,D,RepBeatty,OH,member
571,"{'office': [{'id': 1531521632, 'id_str': '1531521632', 'screen_name': 'RepBeatty'}], 'campaign': [{'id': 582070020, 'id_str': '582070020', 'screen_name': 'JoyceBeatty'}], 'index': 321}",yes,house,"{'bioguide': 'B001281', 'govtrack': 412565}",Joyce Beatty,D,JoyceBeatty,OH,member
572,"{'office': [{'id': 153486399, 'id_str': '153486399', 'screen_name': 'RepMarciaFudge'}], 'index': 322}",no,house,"{'bioguide': 'F000455', 'govtrack': 412327}",Marcia Fudge,D,RepMarciaFudge,OH,member
573,"{'office': [{'id': 581141508, 'id_str': '581141508', 'screen_name': 'RepMarcyKaptur'}], 'campaign': [{'id': 480872337, 'id_str': '480872337', 'screen_name': 'Marcy_Kaptur'}], 'index': 323}",no,house,"{'bioguide': 'K000009', 'govtrack': 400211}",Marcy Kaptur,D,RepMarcyKaptur,OH,member
574,"{'office': [{'id': 581141508, 'id_str': '581141508', 'screen_name': 'RepMarcyKaptur'}], 'campaign': [{'id': 480872337, 'id_str': '480872337', 'screen_name': 'Marcy_Kaptur'}], 'index': 323}",yes,house,"{'bioguide': 'K000009', 'govtrack': 400211}",Marcy Kaptur,D,Marcy_Kaptur,OH,member
575,"{'office': [{'id': 51228911, 'id_str': '51228911', 'screen_name': 'RepMikeTurner'}], 'campaign': [{'id': 380498919, 'id_str': '380498919', 'screen_name': 'MikeTurnerOH'}], 'index': 324}",no,house,"{'bioguide': 'T000463', 'govtrack': 400411}",Mike Turner,R,RepMikeTurner,OH,member
576,"{'office': [{'id': 51228911, 'id_str': '51228911', 'screen_name': 'RepMikeTurner'}], 'campaign': [{'id': 380498919, 'id_str': '380498919', 'screen_name': 'MikeTurnerOH'}], 'index': 324}",yes,house,"{'bioguide': 'T000463', 'govtrack': 400411}",Mike Turner,R,MikeTurnerOH,OH,member
577,"{'office': [{'id': 912608010, 'id_str': '912608010', 'screen_name': 'PatTiberi'}], 'campaign': [{'id': 114749081, 'id_str': '114749081', 'screen_name': 'TeamTiberi'}], 'index': 325}",no,house,"{'bioguide': 'T000462', 'govtrack': 400406}",Pat Tiberi,R,PatTiberi,OH,member
578,"{'office': [{'id': 912608010, 'id_str': '912608010', 'screen_name': 'PatTiberi'}], 'campaign': [{'id': 114749081, 'id_str': '114749081', 'screen_name': 'TeamTiberi'}], 'index': 325}",yes,house,"{'bioguide': 'T000462', 'govtrack': 400406}",Pat Tiberi,R,TeamTiberi,OH,member
579,"{'office': [{'id': 237750442, 'id_str': '237750442', 'screen_name': 'RepSteveChabot'}], 'campaign': [{'id': 23775782, 'id_str': '23775782', 'screen_name': 'SteveChabot'}], 'index': 326}",no,house,"{'bioguide': 'C000266', 'govtrack': 400071}",Steve Chabot,R,RepSteveChabot,OH,member
580,"{'office': [{'id': 237750442, 'id_str': '237750442', 'screen_name': 'RepSteveChabot'}], 'campaign': [{'id': 23775782, 'id_str': '23775782', 'screen_name': 'SteveChabot'}], 'index': 326}",yes,house,"{'bioguide': 'C000266', 'govtrack': 400071}",Steve Chabot,R,SteveChabot,OH,member
581,"{'office': [{'id': 211420609, 'id_str': '211420609', 'screen_name': 'RepSteveStivers'}], 'campaign': [{'id': 59536644, 'id_str': '59536644', 'screen_name': 'stevestivers'}], 'index': 327}",no,house,"{'bioguide': 'S001187', 'govtrack': 412461}",Steve Stivers,R,RepSteveStivers,OH,member
582,"{'office': [{'id': 211420609, 'id_str': '211420609', 'screen_name': 'RepSteveStivers'}], 'campaign': [{'id': 59536644, 'id_str': '59536644', 'screen_name': 'stevestivers'}], 'index': 327}",yes,house,"{'bioguide': 'S001187', 'govtrack': 412461}",Steve Stivers,R,stevestivers,OH,member
583,"{'office': [{'id': 13491312, 'id_str': '13491312', 'screen_name': 'RepTimRyan'}], 'index': 328}",no,house,"{'bioguide': 'R000577', 'govtrack': 400352}",Tim Ryan,D,RepTimRyan,OH,member
584,"{'office': [{'id': 742735530287304700, 'id_str': '742735530287304704', 'screen_name': 'WarrenDavidson'}], 'campaign': [{'id': 4624539143, 'id_str': '4624539143', 'screen_name': 'Vote_Davidson'}], 'index': 329}",no,house,"{'bioguide': 'D000626', 'govtrack': 412675}",Warren Davidson,R,WarrenDavidson,OH,member
585,"{'office': [{'id': 742735530287304700, 'id_str': '742735530287304704', 'screen_name': 'WarrenDavidson'}], 'campaign': [{'id': 4624539143, 'id_str': '4624539143', 'screen_name': 'Vote_Davidson'}], 'index': 329}",yes,house,"{'bioguide': 'D000626', 'govtrack': 412675}",Warren Davidson,R,Vote_Davidson,OH,member
586,"{'office': [{'id': 242772524, 'id_str': '242772524', 'screen_name': 'RepFrankLucas'}], 'campaign': [{'id': 389017497, 'id_str': '389017497', 'screen_name': 'FrankDLucas'}], 'index': 330}",no,house,"{'bioguide': 'L000491', 'govtrack': 400247}",Frank Lucas,R,RepFrankLucas,OK,member
587,"{'office': [{'id': 242772524, 'id_str': '242772524', 'screen_name': 'RepFrankLucas'}], 'campaign': [{'id': 389017497, 'id_str': '389017497', 'screen_name': 'FrankDLucas'}], 'index': 330}",yes,house,"{'bioguide': 'L000491', 'govtrack': 400247}",Frank Lucas,R,FrankDLucas,OK,member
588,"{'office': [{'id': 1092757885, 'id_str': '1092757885', 'screen_name': 'RepJBridenstine'}], 'campaign': [{'id': 370828662, 'id_str': '370828662', 'screen_name': 'Bridenstine4OK'}], 'index': 331}",no,house,"{'bioguide': 'B001283', 'govtrack': 412567}",Jim Bridenstine,R,RepJBridenstine,OK,member
589,"{'office': [{'id': 1092757885, 'id_str': '1092757885', 'screen_name': 'RepJBridenstine'}], 'campaign': [{'id': 370828662, 'id_str': '370828662', 'screen_name': 'Bridenstine4OK'}], 'index': 331}",yes,house,"{'bioguide': 'B001283', 'govtrack': 412567}",Jim Bridenstine,R,Bridenstine4OK,OK,member
590,"{'office': [{'id': 1060370282, 'id_str': '1060370282', 'screen_name': 'RepMullin'}], 'campaign': [{'id': 366304362, 'id_str': '366304362', 'screen_name': 'MarkwayneMullin'}], 'index': 332}",no,house,"{'bioguide': 'M001190', 'govtrack': 412568}",Markwayne Mullin,R,RepMullin,OK,member
591,"{'office': [{'id': 1060370282, 'id_str': '1060370282', 'screen_name': 'RepMullin'}], 'campaign': [{'id': 366304362, 'id_str': '366304362', 'screen_name': 'MarkwayneMullin'}], 'index': 332}",yes,house,"{'bioguide': 'M001190', 'govtrack': 412568}",Markwayne Mullin,R,MarkwayneMullin,OK,member
592,"{'office': [{'id': 2966758114, 'id_str': '2966758114', 'screen_name': 'RepRussell'}], 'campaign': [{'id': 2364258930, 'id_str': '2364258930', 'screen_name': 'SteveRussellOK'}], 'index': 333}",no,house,"{'bioguide': 'R000604', 'govtrack': 412650}",Steve Russell,R,RepRussell,OK,member
593,"{'office': [{'id': 2966758114, 'id_str': '2966758114', 'screen_name': 'RepRussell'}], 'campaign': [{'id': 2364258930, 'id_str': '2364258930', 'screen_name': 'SteveRussellOK'}], 'index': 333}",yes,house,"{'bioguide': 'R000604', 'govtrack': 412650}",Steve Russell,R,SteveRussellOK,OK,member
594,"{'office': [{'id': 23124635, 'id_str': '23124635', 'screen_name': 'TomColeOK04'}], 'campaign': [{'id': 57438769, 'id_str': '57438769', 'screen_name': 'ColeForCongress'}], 'index': 334}",no,house,"{'bioguide': 'C001053', 'govtrack': 400077}",Tom Cole,R,TomColeOK04,OK,member
595,"{'office': [{'id': 23124635, 'id_str': '23124635', 'screen_name': 'TomColeOK04'}], 'campaign': [{'id': 57438769, 'id_str': '57438769', 'screen_name': 'ColeForCongress'}], 'index': 334}",yes,house,"{'bioguide': 'C001053', 'govtrack': 400077}",Tom Cole,R,ColeForCongress,OK,member
596,"{'office': [{'id': 137823987, 'id_str': '137823987', 'screen_name': 'BlumenauerMedia'}], 'campaign': [{'id': 15954997, 'id_str': '15954997', 'screen_name': 'repblumenauer'}], 'index': 335}",no,house,"{'bioguide': 'B000574', 'govtrack': 400033}",Earl Blumenauer,D,BlumenauerMedia,OR,member
597,"{'office': [{'id': 137823987, 'id_str': '137823987', 'screen_name': 'BlumenauerMedia'}], 'campaign': [{'id': 15954997, 'id_str': '15954997', 'screen_name': 'repblumenauer'}], 'index': 335}",yes,house,"{'bioguide': 'B000574', 'govtrack': 400033}",Earl Blumenauer,D,repblumenauer,OR,member
598,"{'office': [{'id': 32010840, 'id_str': '32010840', 'screen_name': 'repgregwalden'}], 'campaign': [{'id': 180564322, 'id_str': '180564322', 'screen_name': 'votegregwalden'}], 'index': 336}",no,house,"{'bioguide': 'W000791', 'govtrack': 400419}",Greg Walden,R,repgregwalden,OR,member
599,"{'office': [{'id': 32010840, 'id_str': '32010840', 'screen_name': 'repgregwalden'}], 'campaign': [{'id': 180564322, 'id_str': '180564322', 'screen_name': 'votegregwalden'}], 'index': 336}",yes,house,"{'bioguide': 'W000791', 'govtrack': 400419}",Greg Walden,R,votegregwalden,OR,member
600,"{'office': [{'id': 20545793, 'id_str': '20545793', 'screen_name': 'RepSchrader'}], 'index': 337}",no,house,"{'bioguide': 'S001180', 'govtrack': 412315}",Kurt Schrader,D,RepSchrader,OR,member
601,"{'office': [{'id': 252249233, 'id_str': '252249233', 'screen_name': 'RepPeterDeFazio'}], 'campaign': [{'id': 195115786, 'id_str': '195115786', 'screen_name': 'DeFazio4Oregon'}], 'index': 338}",no,house,"{'bioguide': 'D000191', 'govtrack': 400100}",Peter DeFazio,D,RepPeterDeFazio,OR,member
602,"{'office': [{'id': 252249233, 'id_str': '252249233', 'screen_name': 'RepPeterDeFazio'}], 'campaign': [{'id': 195115786, 'id_str': '195115786', 'screen_name': 'DeFazio4Oregon'}], 'index': 338}",yes,house,"{'bioguide': 'D000191', 'govtrack': 400100}",Peter DeFazio,D,DeFazio4Oregon,OR,member
603,"{'office': [{'id': 558769636, 'id_str': '558769636', 'screen_name': 'RepBonamici'}], 'index': 339}",no,house,"{'bioguide': 'B001278', 'govtrack': 412501}",Suzanne Bonamici,D,RepBonamici,OR,member
604,"{'office': [{'id': 22527499, 'id_str': '22527499', 'screen_name': 'RepBillShuster'}], 'campaign': [{'id': 845746171, 'id_str': '845746171', 'screen_name': 'ShusterForPA9'}], 'index': 340}",no,house,"{'bioguide': 'S001154', 'govtrack': 409888}",Bill Shuster,R,RepBillShuster,PA,member
605,"{'office': [{'id': 22527499, 'id_str': '22527499', 'screen_name': 'RepBillShuster'}], 'campaign': [{'id': 845746171, 'id_str': '845746171', 'screen_name': 'ShusterForPA9'}], 'index': 340}",yes,house,"{'bioguide': 'S001154', 'govtrack': 409888}",Bill Shuster,R,ShusterForPA9,PA,member
606,"{'office': [{'id': 148453195, 'id_str': '148453195', 'screen_name': 'RepBrady'}], 'campaign': [{'id': 496479814, 'id_str': '496479814', 'screen_name': 'BradyforPhilly'}], 'index': 341}",no,house,"{'bioguide': 'B001227', 'govtrack': 400047}",Bob Brady,D,RepBrady,PA,member
607,"{'office': [{'id': 148453195, 'id_str': '148453195', 'screen_name': 'RepBrady'}], 'campaign': [{'id': 496479814, 'id_str': '496479814', 'screen_name': 'BradyforPhilly'}], 'index': 341}",yes,house,"{'bioguide': 'B001227', 'govtrack': 400047}",Bob Brady,D,BradyforPhilly,PA,member
608,"{'office': [{'id': 4304448314, 'id_str': '4304448314', 'screen_name': 'CongBoyle'}], 'campaign': [{'id': 231108733, 'id_str': '231108733', 'screen_name': 'RepBrendanBoyle'}], 'index': 342}",no,house,"{'bioguide': 'B001296', 'govtrack': 412652}",Brendan Boyle,D,CongBoyle,PA,member
609,"{'office': [{'id': 4304448314, 'id_str': '4304448314', 'screen_name': 'CongBoyle'}], 'campaign': [{'id': 231108733, 'id_str': '231108733', 'screen_name': 'RepBrendanBoyle'}], 'index': 342}",yes,house,"{'bioguide': 'B001296', 'govtrack': 412652}",Brendan Boyle,D,RepBrendanBoyle,PA,member
610,"{'office': [{'id': 816303263586914300, 'id_str': '816303263586914304', 'screen_name': 'RepBrianFitz'}], 'campaign': [{'id': 4905487413, 'id_str': '4905487413', 'screen_name': 'BrianFitzUSA'}], 'index': 343}",no,house,"{'bioguide': 'F000466', 'govtrack': 412721}",Brian Fitzpatrick,R,RepBrianFitz,PA,member
611,"{'office': [{'id': 816303263586914300, 'id_str': '816303263586914304', 'screen_name': 'RepBrianFitz'}], 'campaign': [{'id': 4905487413, 'id_str': '4905487413', 'screen_name': 'BrianFitzUSA'}], 'index': 343}",yes,house,"{'bioguide': 'F000466', 'govtrack': 412721}",Brian Fitzpatrick,R,BrianFitzUSA,PA,member
612,"{'office': [{'id': 242376736, 'id_str': '242376736', 'screen_name': 'RepCharlieDent'}], 'campaign': [{'id': 132204008, 'id_str': '132204008', 'screen_name': 'DentforCongress'}], 'index': 344}",no,house,"{'bioguide': 'D000604', 'govtrack': 400648}",Charlie Dent,R,RepCharlieDent,PA,member
613,"{'office': [{'id': 242376736, 'id_str': '242376736', 'screen_name': 'RepCharlieDent'}], 'campaign': [{'id': 132204008, 'id_str': '132204008', 'screen_name': 'DentforCongress'}], 'index': 344}",yes,house,"{'bioguide': 'D000604', 'govtrack': 400648}",Charlie Dent,R,DentforCongress,PA,member
614,"{'office': [{'id': 90639372, 'id_str': '90639372', 'screen_name': 'RepDwightEvans'}], 'index': 345}",no,house,"{'bioguide': 'E000296', 'govtrack': 412677}",Dwight Evans,D,RepDwightEvans,PA,member
615,"{'office': [{'id': 18967498, 'id_str': '18967498', 'screen_name': 'CongressmanGT'}], 'campaign': [{'id': 304138251, 'id_str': '304138251', 'screen_name': 'GT_TeamGT'}], 'index': 346}",no,house,"{'bioguide': 'T000467', 'govtrack': 412317}",Glenn Thompson,R,CongressmanGT,PA,member
616,"{'office': [{'id': 18967498, 'id_str': '18967498', 'screen_name': 'CongressmanGT'}], 'campaign': [{'id': 304138251, 'id_str': '304138251', 'screen_name': 'GT_TeamGT'}], 'index': 346}",yes,house,"{'bioguide': 'T000467', 'govtrack': 412317}",Glenn Thompson,R,GT_TeamGT,PA,member
617,"{'office': [{'id': 1155212191, 'id_str': '1155212191', 'screen_name': 'KeithRothfus'}], 'index': 347}",no,house,"{'bioguide': 'R000598', 'govtrack': 412570}",Keith Rothfus,R,KeithRothfus,PA,member
