,accounts,chamber,id,name,party,state,type
212,"{'office': [{'id': 2962891515, 'id_str': '2962891515', 'screen_name': 'RepAbraham'}], 'campaign': [{'id': 2543008999, 'id_str': '2543008999', 'screen_name': 'abraham_ralph'}]}",house,"{'bioguide': 'A000374', 'govtrack': 412630}",Ralph Abraham,R,LA,member
213,"{'office': [{'id': 1209417007, 'id_str': '1209417007', 'screen_name': 'SteveScalise'}], 'campaign': [{'id': 2746741969, 'id_str': '2746741969', 'screen_name': 'GeauxScalise'}]}",house,"{'bioguide': 'S001176', 'govtrack': 412261}",Steve Scalise,R,LA,member
214,"{'office': [{'id': 232992031, 'id_str': '232992031', 'screen_name': 'USRepKeating'}], 'campaign': [{'id': 95546148, 'id_str': '95546148', 'screen_name': 'WilliamKeating'}]}",house,"{'bioguide': 'K000375', 'govtrack': 412435}",Bill Keating,D,MA,member
215,"{'office': [{'id': 242426145, 'id_str': '242426145', 'screen_name': 'RepMcGovern'}], 'campaign': [{'id': 128664931, 'id_str': '128664931', 'screen_name': 'McGovernMA'}]}",house,"{'bioguide': 'M000312', 'govtrack': 400263}",Jim McGovern,D,MA,member
216,"{'office': [{'id': 1055907624, 'id_str': '1055907624', 'screen_name': 'RepJoeKennedy'}], 'campaign': [{'id': 461720085, 'id_str': '461720085', 'screen_name': 'joekennedy'}]}",house,"{'bioguide': 'K000379', 'govtrack': 412543}",Joseph Kennedy III,D,MA,member
217,"{'office': [{'id': 2293131060, 'id_str': '2293131060', 'screen_name': 'RepKClark'}], 'campaign': [{'id': 23201727, 'id_str': '23201727', 'screen_name': 'KatherineClark'}]}",house,"{'bioguide': 'C001101', 'govtrack': 412600}",Katherine Clark,D,MA,member
218,"{'office': [{'id': 747806211983179800, 'id_str': '747806211983179776', 'screen_name': 'RepMikeCapuano'}], 'campaign': [{'id': 75785294, 'id_str': '75785294', 'screen_name': 'mikecapuano'}]}",house,"{'bioguide': 'C001037', 'govtrack': 400063}",Mike Capuano,D,MA,member
219,"{'office': [{'id': 242892689, 'id_str': '242892689', 'screen_name': 'nikiinthehouse'}]}",house,"{'bioguide': 'T000465', 'govtrack': 412254}",Niki Tsongas,D,MA,member
220,"{'office': [{'id': 442824717, 'id_str': '442824717', 'screen_name': 'RepRichardNeal'}]}",house,"{'bioguide': 'N000015', 'govtrack': 400291}",Richard Neal,D,MA,member
221,"{'office': [{'id': 3091316093, 'id_str': '3091316093', 'screen_name': 'teammoulton'}], 'campaign': [{'id': 248495200, 'id_str': '248495200', 'screen_name': 'sethmoulton'}]}",house,"{'bioguide': 'M001196', 'govtrack': 412632}",Seth Moulton,D,MA,member
222,"{'office': [{'id': 310310133, 'id_str': '310310133', 'screen_name': 'RepStephenLynch'}]}",house,"{'bioguide': 'L000562', 'govtrack': 400249}",Stephen Lynch,D,MA,member
223,"{'office': [{'id': 960962340, 'id_str': '960962340', 'screen_name': 'RepAndyHarrisMD'}], 'campaign': [{'id': 122713203, 'id_str': '122713203', 'screen_name': 'Harris4Congress'}]}",house,"{'bioguide': 'H001052', 'govtrack': 412434}",Andy Harris,R,MD,member
224,"{'office': [{'id': 823552974253342700, 'id_str': '823552974253342721', 'screen_name': 'RepAnthonyBrown'}], 'campaign': [{'id': 1378000346, 'id_str': '1378000346', 'screen_name': 'AnthonyBrownMD4'}]}",house,"{'bioguide': 'B001304', 'govtrack': 412707}",Anthony G. Brown,D,MD,member
225,"{'office': [{'id': 305620929, 'id_str': '305620929', 'screen_name': 'Call_Me_Dutch'}]}",house,"{'bioguide': 'R000576', 'govtrack': 400349}",Dutch Ruppersberger,D,MD,member
226,"{'office': [{'id': 787373558, 'id_str': '787373558', 'screen_name': 'RepCummings'}], 'campaign': [{'id': 1961794370, 'id_str': '1961794370', 'screen_name': 'ReElectCummings'}]}",house,"{'bioguide': 'C000984', 'govtrack': 400090}",Elijah Cummings,D,MD,member
227,"{'office': [{'id': 806906355214852100, 'id_str': '806906355214852096', 'screen_name': 'RepRaskin'}], 'campaign': [{'id': 549579841, 'id_str': '549579841', 'screen_name': 'jamie_raskin'}]}",house,"{'bioguide': 'R000606', 'govtrack': 412708}",Jamie Raskin,D,MD,member
228,"{'office': [{'id': 937723303, 'id_str': '937723303', 'screen_name': 'RepJohnDelaney'}], 'campaign': [{'id': 426028646, 'id_str': '426028646', 'screen_name': 'JohnKDelaneyJKD'}]}",house,"{'bioguide': 'D000620', 'govtrack': 412544}",John Delaney,D,MD,member
229,"{'office': [{'id': 364415553, 'id_str': '364415553', 'screen_name': 'RepSarbanes'}]}",house,"{'bioguide': 'S001168', 'govtrack': 412212}",John Sarbanes,D,MD,member
230,"{'office': [{'id': 22012091, 'id_str': '22012091', 'screen_name': 'WhipHoyer'}], 'campaign': [{'id': 266719387, 'id_str': '266719387', 'screen_name': 'StenyHoyer'}]}",house,"{'bioguide': 'H000874', 'govtrack': 400189}",Steny Hoyer,D,MD,member
231,"{'office': [{'id': 2932617195, 'id_str': '2932617195', 'screen_name': 'RepPoliquin'}], 'campaign': [{'id': 35870854, 'id_str': '35870854', 'screen_name': 'BrucePoliquin'}]}",house,"{'bioguide': 'P000611', 'govtrack': 412633}",Bruce Poliquin,R,ME,member
232,"{'office': [{'id': 14984637, 'id_str': '14984637', 'screen_name': 'chelliepingree'}]}",house,"{'bioguide': 'P000597', 'govtrack': 412307}",Chellie Pingree,D,ME,member
233,"{'office': [{'id': 233949261, 'id_str': '233949261', 'screen_name': 'RepHuizenga'}], 'campaign': [{'id': 23820360, 'id_str': '23820360', 'screen_name': 'billhuizenga'}]}",house,"{'bioguide': 'H001058', 'govtrack': 412437}",Bill Huizenga,R,MI,member
234,"{'office': [{'id': 2863006655, 'id_str': '2863006655', 'screen_name': 'RepLawrence'}], 'campaign': [{'id': 54300515, 'id_str': '54300515', 'screen_name': 'BrendaLLawrence'}]}",house,"{'bioguide': 'L000581', 'govtrack': 412638}",Brenda Lawrence,D,MI,member
235,"{'office': [{'id': 1045110018, 'id_str': '1045110018', 'screen_name': 'RepDanKildee'}], 'campaign': [{'id': 18674498, 'id_str': '18674498', 'screen_name': 'dankildee'}]}",house,"{'bioguide': 'K000380', 'govtrack': 412546}",Dan Kildee,D,MI,member
236,"{'office': [{'id': 2869746172, 'id_str': '2869746172', 'screen_name': 'repdavetrott'}]}",house,"{'bioguide': 'T000475', 'govtrack': 412636}",Dave Trott,R,MI,member
237,"{'office': [{'id': 2970279814, 'id_str': '2970279814', 'screen_name': 'RepDebDingell'}], 'campaign': [{'id': 2361650234, 'id_str': '2361650234', 'screen_name': 'DebDingell'}]}",house,"{'bioguide': 'D000624', 'govtrack': 412637}",Debbie Dingell,D,MI,member
238,"{'office': [{'id': 124224165, 'id_str': '124224165', 'screen_name': 'RepFredUpton'}], 'campaign': [{'id': 153507902, 'id_str': '153507902', 'screen_name': 'UptonForAllOfUs'}]}",house,"{'bioguide': 'U000031', 'govtrack': 400414}",Fred Upton,R,MI,member
239,"{'office': [{'id': 815241612154417200, 'id_str': '815241612154417152', 'screen_name': 'RepJackBergman'}], 'campaign': [{'id': 751799352755052500, 'id_str': '751799352755052544', 'screen_name': 'JackBergman_MI1'}]}",house,"{'bioguide': 'B001301', 'govtrack': 412709}",Jack Bergman,R,MI,member
240,"{'office': [{'id': 138770045, 'id_str': '138770045', 'screen_name': 'RepJohnConyers'}], 'campaign': [{'id': 266149840, 'id_str': '266149840', 'screen_name': 'johnconyersjr'}]}",house,"{'bioguide': 'C000714', 'govtrack': 400080}",John Conyers,D,MI,member
241,"{'office': [{'id': 2696643955, 'id_str': '2696643955', 'screen_name': 'RepMoolenaar'}], 'campaign': [{'id': 41198239, 'id_str': '41198239', 'screen_name': 'JohnMoolenaar'}]}",house,"{'bioguide': 'M001194', 'govtrack': 412634}",John Moolenaar,R,MI,member
242,"{'office': [{'id': 774742130329813000, 'id_str': '774742130329812992', 'screen_name': 'amashoffice'}, {'id': 233842454, 'id_str': '233842454', 'screen_name': 'justinamash'}], 'campaign': [{'id': 3359712531, 'id_str': '3359712531', 'screen_name': 'teamamash'}]}",house,"{'bioguide': 'A000367', 'govtrack': 412438}",Justin Amash,R,MI,member
243,"{'office': [{'id': 2914571740, 'id_str': '2914571740', 'screen_name': 'RepMikeBishop'}], 'campaign': [{'id': 2485713498, 'id_str': '2485713498', 'screen_name': 'ElectMikeBishop'}, {'id': 37945547, 'id_str': '37945547', 'screen_name': 'MikeBishopMI'}]}",house,"{'bioguide': 'B001293', 'govtrack': 412635}",Mike Bishop,R,MI,member
244,"{'office': [{'id': 811632636598911000, 'id_str': '811632636598910976', 'screen_name': 'RepPaulMitchell'}]}",house,"{'bioguide': 'M001201', 'govtrack': 412710}",Paul Mitchell,R,MI,member
245,"{'office': [{'id': 25781141, 'id_str': '25781141', 'screen_name': 'repsandylevin'}], 'campaign': [{'id': 705472141, 'id_str': '705472141', 'screen_name': 'Levin4Congress'}]}",house,"{'bioguide': 'L000263', 'govtrack': 400238}",Sander Levin,D,MI,member
246,"{'office': [{'id': 237862972, 'id_str': '237862972', 'screen_name': 'RepWalberg'}], 'campaign': [{'id': 146099856, 'id_str': '146099856', 'screen_name': 'TimWalberg'}]}",house,"{'bioguide': 'W000798', 'govtrack': 412213}",Tim Walberg,R,MI,member
247,"{'office': [{'id': 516880804, 'id_str': '516880804', 'screen_name': 'BettyMcCollum04'}]}",house,"{'bioguide': 'M001143', 'govtrack': 400259}",Betty McCollum,D,MN,member
248,"{'campaign': [{'id': 115676070, 'id_str': '115676070', 'screen_name': 'collinpeterson'}]}",house,"{'bioguide': 'P000258', 'govtrack': 400316}",Collin Peterson,D,MN,member
249,"{'office': [{'id': 17513304, 'id_str': '17513304', 'screen_name': 'RepErikPaulsen'}], 'campaign': [{'id': 89001820, 'id_str': '89001820', 'screen_name': 'Erik_Paulsen'}]}",house,"{'bioguide': 'P000594', 'govtrack': 412303}",Erik Paulsen,R,MN,member
250,"{'office': [{'id': 816047090849747000, 'id_str': '816047090849746945', 'screen_name': 'RepJasonLewis'}], 'campaign': [{'id': 20934272, 'id_str': '20934272', 'screen_name': 'Jason2CD'}]}",house,"{'bioguide': 'L000587', 'govtrack': 412711}",Jason Lewis,R,MN,member
251,"{'office': [{'id': 14135426, 'id_str': '14135426', 'screen_name': 'keithellison'}], 'campaign': [{'id': 45895089, 'id_str': '45895089', 'screen_name': 'EllisonCampaign'}]}",house,"{'bioguide': 'E000288', 'govtrack': 412215}",Keith Ellison,D,MN,member
252,"{'office': [{'id': 1055685948, 'id_str': '1055685948', 'screen_name': 'USRepRickNolan'}]}",house,"{'bioguide': 'N000127', 'govtrack': 408211}",Rick Nolan,D,MN,member
253,"{'office': [{'id': 1262814457, 'id_str': '1262814457', 'screen_name': 'RepTimWalz'}]}",house,"{'bioguide': 'W000799', 'govtrack': 412214}",Tim Walz,D,MN,member
254,"{'office': [{'id': 2914515430, 'id_str': '2914515430', 'screen_name': 'RepTomEmmer'}], 'campaign': [{'id': 3395523898, 'id_str': '3395523898', 'screen_name': 'EMMERPAC'}, {'id': 72431423, 'id_str': '72431423', 'screen_name': 'tomemmer'}]}",house,"{'bioguide': 'E000294', 'govtrack': 412639}",Tom Emmer,R,MN,member
255,"{'office': [{'id': 1051446626, 'id_str': '1051446626', 'screen_name': 'RepAnnWagner'}], 'campaign': [{'id': 219010139, 'id_str': '219010139', 'screen_name': 'AnnLWagner'}]}",house,"{'bioguide': 'W000812', 'govtrack': 412548}",Ann Wagner,R,MO,member
256,"{'office': [{'id': 1444015610, 'id_str': '1444015610', 'screen_name': 'USRepLong'}], 'campaign': [{'id': 21572351, 'id_str': '21572351', 'screen_name': 'auctnr1'}]}",house,"{'bioguide': 'L000576', 'govtrack': 412445}",Billy Long,R,MO,member
257,"{'office': [{'id': 1849261916, 'id_str': '1849261916', 'screen_name': 'RepBlainePress'}], 'campaign': [{'id': 2554870803, 'id_str': '2554870803', 'screen_name': 'LuetkemeyerB'}]}",house,"{'bioguide': 'L000569', 'govtrack': 412292}",Blaine Luetkemeyer,R,MO,member
258,"{'office': [{'id': 163570705, 'id_str': '163570705', 'screen_name': 'repcleaver'}], 'campaign': [{'id': 801478506, 'id_str': '801478506', 'screen_name': 'Vote4Cleaver'}]}",house,"{'bioguide': 'C001061', 'govtrack': 400639}",Emanuel Cleaver,D,MO,member
259,"{'office': [{'id': 1623308912, 'id_str': '1623308912', 'screen_name': 'RepJasonSmith'}], 'campaign': [{'id': 26653478, 'id_str': '26653478', 'screen_name': 'JasonSmithMO'}]}",house,"{'bioguide': 'S001195', 'govtrack': 412596}",Jason Smith,R,MO,member
260,"{'campaign': [{'id': 584912320, 'id_str': '584912320', 'screen_name': 'LacyClayMO1'}]}",house,"{'bioguide': 'C001049', 'govtrack': 400074}",Lacy Clay,D,MO,member
261,"{'office': [{'id': 29766367, 'id_str': '29766367', 'screen_name': 'RepSamGraves'}]}",house,"{'bioguide': 'G000546', 'govtrack': 400158}",Sam Graves,R,MO,member
262,"{'office': [{'id': 237763317, 'id_str': '237763317', 'screen_name': 'RepHartzler'}], 'campaign': [{'id': 70799725, 'id_str': '70799725', 'screen_name': 'VickyHartzler'}, {'id': 752590435537739800, 'id_str': '752590435537739776', 'screen_name': 'VickyH4Congress'}]}",house,"{'bioguide': 'H001053', 'govtrack': 412444}",Vicky Hartzler,R,MO,member
263,"{'office': [{'id': 82453460, 'id_str': '82453460', 'screen_name': 'BennieGThompson'}]}",house,"{'bioguide': 'T000193', 'govtrack': 400402}",Bennie Thompson,D,MS,member
264,"{'office': [{'id': 23712174, 'id_str': '23712174', 'screen_name': 'GreggHarper'}], 'campaign': [{'id': 86198852, 'id_str': '86198852', 'screen_name': 'HarperCampaign'}]}",house,"{'bioguide': 'H001045', 'govtrack': 412280}",Gregg Harper,R,MS,member
265,"{'office': [{'id': 299883942, 'id_str': '299883942', 'screen_name': 'CongPalazzo'}], 'campaign': [{'id': 116616867, 'id_str': '116616867', 'screen_name': 'StevenPalazzo'}]}",house,"{'bioguide': 'P000601', 'govtrack': 412443}",Steven Palazzo,R,MS,member
266,"{'office': [{'id': 3317799825, 'id_str': '3317799825', 'screen_name': 'RepTrentKelly'}], 'campaign': [{'id': 3090076743, 'id_str': '3090076743', 'screen_name': 'KellyforMS01'}]}",house,"{'bioguide': 'K000388', 'govtrack': 412673}",Trent Kelly,R,MS,member
267,"{'campaign': [{'id': 3420965229, 'id_str': '3420965229', 'screen_name': 'GregForMontana'}], 'office': [{'id': 26574496, 'id_str': '26574496', 'screen_name': 'gianforte'}]}",house,"{'bioguide': 'G000584', 'govtrack': 412736}",Greg Gianforte,R,MT,member
268,"{'office': [{'id': 2916086925, 'id_str': '2916086925', 'screen_name': 'RepAdams'}], 'campaign': [{'id': 1609364557, 'id_str': '1609364557', 'screen_name': 'AlmaforCongress'}]}",house,"{'bioguide': 'A000370', 'govtrack': 412607}",Alma Adams,D,NC,member
269,"{'office': [{'id': 155669457, 'id_str': '155669457', 'screen_name': 'RepDavidEPrice'}], 'campaign': [{'id': 462134852, 'id_str': '462134852', 'screen_name': 'DPrice4Congress'}]}",house,"{'bioguide': 'P000523', 'govtrack': 400326}",David Price,D,NC,member
270,"{'office': [{'id': 834069080, 'id_str': '834069080', 'screen_name': 'RepDavidRouzer'}], 'campaign': [{'id': 127941167, 'id_str': '127941167', 'screen_name': 'DavidRouzer'}]}",house,"{'bioguide': 'R000603', 'govtrack': 412641}",David Rouzer,R,NC,member
271,"{'office': [{'id': 432676344, 'id_str': '432676344', 'screen_name': 'GKButterfield'}]}",house,"{'bioguide': 'B001251', 'govtrack': 400616}",G.K. Butterfield,D,NC,member
272,"{'office': [{'id': 1058460818, 'id_str': '1058460818', 'screen_name': 'RepHolding'}], 'campaign': [{'id': 334245076, 'id_str': '334245076', 'screen_name': 'GeorgeHolding'}]}",house,"{'bioguide': 'H001065', 'govtrack': 412553}",George Holding,R,NC,member
273,"{'office': [{'id': 963480595, 'id_str': '963480595', 'screen_name': 'RepMarkMeadows'}], 'campaign': [{'id': 368948092, 'id_str': '368948092', 'screen_name': 'VoteMeadows'}]}",house,"{'bioguide': 'M001187', 'govtrack': 412552}",Mark Meadows,R,NC,member
274,"{'office': [{'id': 2966205003, 'id_str': '2966205003', 'screen_name': 'RepMarkWalker'}], 'campaign': [{'id': 436192442, 'id_str': '436192442', 'screen_name': 'Walker4NC'}]}",house,"{'bioguide': 'W000819', 'govtrack': 412670}",Mark Walker,R,NC,member
275,"{'office': [{'id': 27676828, 'id_str': '27676828', 'screen_name': 'PatrickMcHenry'}], 'campaign': [{'id': 481437062, 'id_str': '481437062', 'screen_name': 'McHenryCampaign'}]}",house,"{'bioguide': 'M001156', 'govtrack': 400644}",Patrick McHenry,R,NC,member
276,"{'office': [{'id': 935033864, 'id_str': '935033864', 'screen_name': 'RepRichHudson'}], 'campaign': [{'id': 16874915, 'id_str': '16874915', 'screen_name': 'RichHudson'}]}",house,"{'bioguide': 'H001067', 'govtrack': 412550}",Richard Hudson,R,NC,member
277,"{'office': [{'id': 950328072, 'id_str': '950328072', 'screen_name': 'reppittenger'}], 'campaign': [{'id': 497094511, 'id_str': '497094511', 'screen_name': 'RobertPittenger'}]}",house,"{'bioguide': 'P000606', 'govtrack': 412551}",Robert Pittenger,R,NC,member
278,"{'office': [{'id': 817138492614524900, 'id_str': '817138492614524928', 'screen_name': 'RepTedBudd'}], 'campaign': [{'id': 720353279176081400, 'id_str': '720353279176081408', 'screen_name': 'buddforcongress'}]}",house,"{'bioguide': 'B001305', 'govtrack': 412712}",Ted Budd,R,NC,member
279,"{'office': [{'id': 16256269, 'id_str': '16256269', 'screen_name': 'virginiafoxx'}], 'campaign': [{'id': 61608485, 'id_str': '61608485', 'screen_name': 'foxxforcongress'}]}",house,"{'bioguide': 'F000450', 'govtrack': 400643}",Virginia Foxx,R,NC,member
280,"{'office': [{'id': 26778110, 'id_str': '26778110', 'screen_name': 'RepWalterJones'}], 'campaign': [{'id': 470498020, 'id_str': '470498020', 'screen_name': 'WalterJones2016'}]}",house,"{'bioguide': 'J000255', 'govtrack': 400209}",Walter B. Jones,R,NC,member
281,"{'office': [{'id': 1048784496, 'id_str': '1048784496', 'screen_name': 'RepKevinCramer'}], 'campaign': [{'id': 28267055, 'id_str': '28267055', 'screen_name': 'kevincramer'}]}",house,"{'bioguide': 'C001096', 'govtrack': 412555}",Kevin Cramer,R,ND,member
282,"{'office': [{'id': 296245061, 'id_str': '296245061', 'screen_name': 'RepAdrianSmith'}]}",house,"{'bioguide': 'S001172', 'govtrack': 412217}",Adrian Smith,R,NE,member
283,"{'office': [{'id': 818975124460335100, 'id_str': '818975124460335106', 'screen_name': 'RepDonBacon'}], 'campaign': [{'id': 3109108467, 'id_str': '3109108467', 'screen_name': 'DonJBacon'}]}",house,"{'bioguide': 'B001298', 'govtrack': 412713}",Don Bacon,R,NE,member
284,"{'office': [{'id': 18805303, 'id_str': '18805303', 'screen_name': 'JeffFortenberry'}]}",house,"{'bioguide': 'F000449', 'govtrack': 400640}",Jeff Fortenberry,R,NE,member
285,"{'office': [{'id': 1058717720, 'id_str': '1058717720', 'screen_name': 'RepAnnieKuster'}], 'campaign': [{'id': 89992368, 'id_str': '89992368', 'screen_name': 'AnnMcLaneKuster'}]}",house,"{'bioguide': 'K000382', 'govtrack': 412557}",Annie Kuster,D,NH,member
286,"{'office': [{'id': 126171100, 'id_str': '126171100', 'screen_name': 'RepSheaPorter'}], 'campaign': [{'id': 154139987, 'id_str': '154139987', 'screen_name': 'TeamSheaPorter'}]}",house,"{'bioguide': 'S001170', 'govtrack': 412219}",Carol Shea-Porter,D,NH,member
287,"{'office': [{'id': 18696134, 'id_str': '18696134', 'screen_name': 'RepSires'}], 'campaign': [{'id': 544553624, 'id_str': '544553624', 'screen_name': 'AlbioSiresNJ'}]}",house,"{'bioguide': 'S001165', 'govtrack': 412186}",Albio Sires,D,NJ,member
288,"{'office': [{'id': 74508260, 'id_str': '74508260', 'screen_name': 'BillPascrell'}], 'campaign': [{'id': 515736574, 'id_str': '515736574', 'screen_name': 'PascrellforNJ'}]}",house,"{'bioguide': 'P000096', 'govtrack': 400309}",Bill Pascrell,D,NJ,member
289,"{'office': [{'id': 2968451607, 'id_str': '2968451607', 'screen_name': 'RepBonnie'}], 'campaign': [{'id': 1473761198, 'id_str': '1473761198', 'screen_name': 'Bonnie4Congress'}]}",house,"{'bioguide': 'W000822', 'govtrack': 412644}",Bonnie Watson Coleman,D,NJ,member
290,"{'office': [{'id': 1289319271, 'id_str': '1289319271', 'screen_name': 'RepChrisSmith'}]}",house,"{'bioguide': 'S000522', 'govtrack': 400380}",Chris Smith,R,NJ,member
291,"{'office': [{'id': 3122099613, 'id_str': '3122099613', 'screen_name': 'DonaldNorcross'}], 'campaign': [{'id': 2340948996, 'id_str': '2340948996', 'screen_name': 'DonNorcross4NJ'}]}",house,"{'bioguide': 'N000188', 'govtrack': 412606}",Donald Norcross,D,NJ,member
292,"{'office': [{'id': 1155335864, 'id_str': '1155335864', 'screen_name': 'RepDonaldPayne'}]}",house,"{'bioguide': 'P000604', 'govtrack': 412506}",Donald Payne Jr.,D,NJ,member
293,"{'office': [{'id': 241207373, 'id_str': '241207373', 'screen_name': 'RepLoBiondo'}], 'campaign': [{'id': 116489559, 'id_str': '116489559', 'screen_name': 'TeamLoBiondo'}]}",house,"{'bioguide': 'L000554', 'govtrack': 400244}",Frank LoBiondo,R,NJ,member
294,"{'office': [{'id': 31801993, 'id_str': '31801993', 'screen_name': 'FrankPallone'}], 'campaign': [{'id': 1265423480, 'id_str': '1265423480', 'screen_name': 'pallonefornj'}]}",house,"{'bioguide': 'P000034', 'govtrack': 400308}",Frank Pallone,D,NJ,member
295,"{'office': [{'id': 815310506596692000, 'id_str': '815310506596691968', 'screen_name': 'RepJoshG'}], 'campaign': [{'id': 431105217, 'id_str': '431105217', 'screen_name': 'JoshGottheimer'}]}",house,"{'bioguide': 'G000583', 'govtrack': 412714}",Josh Gottheimer,D,NJ,member
296,"{'office': [{'id': 613725908, 'id_str': '613725908', 'screen_name': 'RepLanceNJ7'}], 'campaign': [{'id': 479430035, 'id_str': '479430035', 'screen_name': 'LeonardLanceNJ7'}]}",house,"{'bioguide': 'L000567', 'govtrack': 412290}",Leonard Lance,R,NJ,member
297,"{'office': [{'id': 1382011333, 'id_str': '1382011333', 'screen_name': 'USRepRodney'}]}",house,"{'bioguide': 'F000372', 'govtrack': 400142}",Rodney Frelinghuysen,R,NJ,member
298,"{'office': [{'id': 2962994194, 'id_str': '2962994194', 'screen_name': 'RepTomMacArthur'}], 'campaign': [{'id': 2343686814, 'id_str': '2343686814', 'screen_name': 'tmac4congress'}]}",house,"{'bioguide': 'M001193', 'govtrack': 412643}",Tom MacArthur,R,NJ,member
299,"{'office': [{'id': 19318314, 'id_str': '19318314', 'screen_name': 'repbenraylujan'}], 'campaign': [{'id': 91125308, 'id_str': '91125308', 'screen_name': 'peopleforben'}]}",house,"{'bioguide': 'L000570', 'govtrack': 412293}",Ben Ray Luján,D,NM,member
300,"{'office': [{'id': 1061385474, 'id_str': '1061385474', 'screen_name': 'RepLujanGrisham'}], 'campaign': [{'id': 368472546, 'id_str': '368472546', 'screen_name': 'Michelle4NM'}]}",house,"{'bioguide': 'L000580', 'govtrack': 412558}",Michelle Lujan Grisham,D,NM,member
301,"{'office': [{'id': 235271965, 'id_str': '235271965', 'screen_name': 'RepStevePearce'}], 'campaign': [{'id': 38978018, 'id_str': '38978018', 'screen_name': 'Pearce4NM'}]}",house,"{'bioguide': 'P000588', 'govtrack': 400313}",Steve Pearce,R,NM,member
302,"{'office': [{'id': 122174004, 'id_str': '122174004', 'screen_name': 'repdinatitus'}], 'campaign': [{'id': 17907578, 'id_str': '17907578', 'screen_name': 'dinatitus'}]}",house,"{'bioguide': 'T000468', 'govtrack': 412318}",Dina Titus,D,NV,member
303,"{'office': [{'id': 818554054309716000, 'id_str': '818554054309715969', 'screen_name': 'RepJackyRosen'}], 'campaign': [{'id': 4749863113, 'id_str': '4749863113', 'screen_name': 'RosenforNevada'}]}",house,"{'bioguide': 'R000608', 'govtrack': 412715}",Jacky Rosen,D,NV,member
304,"{'office': [{'id': 402719755, 'id_str': '402719755', 'screen_name': 'MarkAmodeiNV2'}], 'campaign': [{'id': 85689484, 'id_str': '85689484', 'screen_name': 'AmodeiForNevada'}]}",house,"{'bioguide': 'A000369', 'govtrack': 412500}",Mark Amodei,R,NV,member
305,"{'office': [{'id': 816282029276938200, 'id_str': '816282029276938240', 'screen_name': 'RepKihuen'}], 'campaign': [{'id': 102178242, 'id_str': '102178242', 'screen_name': 'RubenKihuen'}]}",house,"{'bioguide': 'K000390', 'govtrack': 412716}",Ruben Kihuen,D,NV,member
306,"{'office': [{'id': 817076257770836000, 'id_str': '817076257770835968', 'screen_name': 'RepEspaillat'}], 'campaign': [{'id': 182217410, 'id_str': '182217410', 'screen_name': 'EspaillatNY'}]}",house,"{'bioguide': 'E000297', 'govtrack': 412718}",Adriano Espaillat,D,NY,member
307,"{'office': [{'id': 33576489, 'id_str': '33576489', 'screen_name': 'RepBrianHiggins'}], 'campaign': [{'id': 57334424, 'id_str': '57334424', 'screen_name': 'Higgins4WNY'}]}",house,"{'bioguide': 'H001038', 'govtrack': 400641}",Brian Higgins,D,NY,member
308,"{'office': [{'id': 258900199, 'id_str': '258900199', 'screen_name': 'RepMaloney'}], 'campaign': [{'id': 119250381, 'id_str': '119250381', 'screen_name': 'CarolynBMaloney'}]}",house,"{'bioguide': 'M000087', 'govtrack': 400251}",Carolyn Maloney,D,NY,member
309,"{'office': [{'id': 1058256326, 'id_str': '1058256326', 'screen_name': 'RepChrisCollins'}], 'campaign': [{'id': 557794383, 'id_str': '557794383', 'screen_name': 'CollinsNY27'}]}",house,"{'bioguide': 'C001092', 'govtrack': 412563}",Chris Collins,R,NY,member
310,"{'office': [{'id': 797201048490430500, 'id_str': '797201048490430465', 'screen_name': 'RepTenney'}], 'campaign': [{'id': 756285384, 'id_str': '756285384', 'screen_name': 'claudiatenney'}]}",house,"{'bioguide': 'T000478', 'govtrack': 412720}",Claudia Tenney,R,NY,member
311,"{'office': [{'id': 3353670647, 'id_str': '3353670647', 'screen_name': 'RepDanDonovan'}], 'campaign': [{'id': 3041543943, 'id_str': '3041543943', 'screen_name': 'dandonovan_ny'}]}",house,"{'bioguide': 'D000625', 'govtrack': 412672}",Dan Donovan,R,NY,member
312,"{'office': [{'id': 164007407, 'id_str': '164007407', 'screen_name': 'RepEliotEngel'}]}",house,"{'bioguide': 'E000179', 'govtrack': 400122}",Eliot Engel,D,NY,member
313,"{'office': [{'id': 2962813893, 'id_str': '2962813893', 'screen_name': 'RepStefanik'}], 'campaign': [{'id': 109579534, 'id_str': '109579534', 'screen_name': 'EliseStefanik'}]}",house,"{'bioguide': 'S001196', 'govtrack': 412648}",Elise Stefanik,R,NY,member
314,"{'office': [{'id': 1051127714, 'id_str': '1051127714', 'screen_name': 'RepGraceMeng'}], 'campaign': [{'id': 571214272, 'id_str': '571214272', 'screen_name': 'Grace4NY'}]}",house,"{'bioguide': 'M001188', 'govtrack': 412560}",Grace Meng,D,NY,member
315,"{'office': [{'id': 22812754, 'id_str': '22812754', 'screen_name': 'GregoryMeeks'}]}",house,"{'bioguide': 'M001137', 'govtrack': 400271}",Gregory Meeks,D,NY,member
316,"{'office': [{'id': 467823431, 'id_str': '467823431', 'screen_name': 'RepJeffries'}], 'campaign': [{'id': 479017220, 'id_str': '479017220', 'screen_name': 'TeamJeffries'}]}",house,"{'bioguide': 'J000294', 'govtrack': 412561}",Hakeem Jeffries,D,NY,member
